id,text,timestamp,entities,sentiment,theme,embedding
298f4c0f-bd0d-46e5-a0af-ee8c44868b58,"The merchandise is superb, and it arrived in no time at all.",2025-04-03T21:59:21.395699,['merchandise'],positive,customer experience,"[0.0, 0.3452039181329408, 0.0, 0.19168109849054682, 0.0, 0.3086893463045375, 0.0, 0.0, 0.0, 0.0, 0.262686426305275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2827818452934216, 0.1579376996143832, 0.0, 0.3452039181329408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3086893463045375, 0.0, 0.3452039181329408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3086893463045375, 0.0, 0.1637497816373525, 0.0, 0.3452039181329408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
35812ac1-f096-4c68-beba-d92a21cb6377,Astonishingly elevated cost for this product!!!,2025-04-03T21:59:21.974578,"['cost', 'product']",negative,Pricing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5321732851627332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32335897259059615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5321732851627332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3796505690224435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32335897259059615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2834194493140012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
f9be9c0a-77d8-4c14-8e2a-1ae1d64d049b,Require immediate assistance with transportation problems.,2025-04-03T21:59:22.359968,['transportation'],negative,assistance request,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32911465293173753, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3601434264737028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3990030041763549, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3783556678378458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5927118980518664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32911465293173753]"
aa89d878-0b70-41c6-b810-8938086a19d5,"The item excels in craftsmanship, and the delivery was remarkably speedy.",2025-04-03T21:59:23.127078,"['item', 'craftsmanship', 'delivery']",positive,product review,"[0.0, 0.0, 0.0, 0.2171844594445396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3204062512914389, 0.0, 0.0, 0.0, 0.23766050737770927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3911336430573373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3204062512914389, 0.0, 0.0, 0.0, 0.2171844594445396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34976077110047243, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3911336430573373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3710737061622559, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27903337933457406, 0.0]"
5bbfaa55-ce51-4369-b755-4da1c96a2462,The cost of this product is exceedingly steep!,2025-04-03T21:59:23.537409,"['product', 'cost']",negative,pricing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3288455009254648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4839561155771538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.247611122714813, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41183378698183626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3288455009254648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41183378698183626, 0.0, 0.0, 0.2567231723301472, 0.2882283118201389, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8a176c45-12a5-4c71-bb19-c3b3d763c4c5,Require immediate assistance with shipping troubles.,2025-04-03T21:59:24.025282,['shipping'],urgent,customer support,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3259377243299808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3566669785486197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3747034179848436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.418756963113375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5869904773714172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3259377243299808]"
456568e7-ccf8-40fb-b0a1-e63bbf7c9ce8,The item is outstanding and was delivered at lightning speed.,2025-04-03T21:59:24.412450,['item'],positive,customer experience,"[0.0, 0.0, 0.0, 0.23919163293732346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32779651073174193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43076698498079796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19708451469977295, 0.0, 0.0, 0.23919163293732346, 0.0, 0.43076698498079796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3528728282204563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32779651073174193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20433719324130503, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30730766749036104, 0.0]"
8088f8aa-1ddd-4807-acf7-6652a9afa728,"""This item's cost is unexpectedly steep!""",2025-04-03T21:59:24.902358,"['item', 'cost']",negative,Cost,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3905454481903988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2940693931509892, 0.0, 0.0, 0.3568973364133814, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4891044896892963, 0.0, 0.0, 0.0, 0.34230742067069403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5265208106904727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5f0dda87-5199-458f-a380-8ca9e8253c41,Urgently require assistance concerning difficulties with dispatch.,2025-04-03T21:59:25.834892,"['assistance', 'difficulties', 'dispatch']",negative,assistance with logistical issues,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25281934862967803, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40714833166235803, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4553095240691503, 0.0, 0.4553095240691503, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2906453196204278, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4553095240691503, 0.0, 0.0, 0.25281934862967803]"
480efd40-6c3f-4b5d-96d4-f8954e679963,"The caliber of the item is outstanding, and the delivery speed was impressive.",2025-04-03T21:59:26.342147,"['item', 'delivery']",positive,quality and service,"[0.0, 0.0, 0.0, 0.20470222875393965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36865404034550886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22400145789175313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32965898922084824, 0.0, 0.16866659973220527, 0.0, 0.0, 0.20470222875393965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2805310348883942, 0.0, 0.0, 0.3019915601410743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2805310348883942, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5246205106778973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2629965090164137, 0.0]"
b9f886a5-7c3b-46e4-9b7c-ba4d742f7e3c,"""The cost of this product defies typical expectations!""",2025-04-03T21:59:26.817114,"['product', 'cost']",negative,pricing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2765879777374028, 0.0, 0.0, 0.45519916014636425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45519916014636425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3463884224800769, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2765879777374028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21592675853339507, 0.24242535071528012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45519916014636425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3427b3d3-338f-4a9d-96f2-24170c82a1d5,Require immediate assistance to resolve delivery complications.,2025-04-03T21:59:27.227994,"['assistance', 'delivery', 'complications']",urgent,logistics issue,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2877185738181336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4633511554921187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31484454463497163, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31484454463497163, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33076604817376937, 0.0, 0.4633511554921187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4244632875656015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
